quote_no;productid;quantity;listprice;product_no;productname
QUO7714;6202;1;1300;PRO2058;HP OfficeJet  PRO 8500 WW
QUO7714;6201;1;550;PRO2057;HP OfficeJet 6000
QUO7715;2331;2;2500;PRO1450;Linksys Switch 24 Ports Gigabit – Managed
QUO7716;6205;6;200;PRO2059;Trend Micro-Worry-Free Business Security v6.x, Sta
QUO7717;6205;6;200;PRO2059;Trend Micro-Worry-Free Business Security v6.x, Sta
QUO7718;3119;10;1900;PRO1533;Office Pro Plus 2007 Sngl OLP NL
QUO7718;6208;1;100;PRO2060;Office Pro Plus 2007 Sngl OLP NL - Media Kit CD
QUO7719;6212;1;2050;PRO2061;Desktop Computer (HP or Dell brand)
QUO7720;5600;24;120;PRO1954;TI-Technical Assistance
QUO7721;6273;1;1290;PRO2076;146GB hard disk for an HP DL360 G5
QUO7722;6276;3;66950;PRO2077;HP DL580G5 E7440 4P 8G EU Svr
QUO7722;6277;4;1600;PRO2078;HP 72GB 6G SAS 15K 2.5in DP ENT HDD
QUO7722;6278;1;20900;PRO2079;HP DL380 G6 X5560 Perf EU Svr
QUO7723;6374;1;100;PRO2081;Power Supply 450 w
QUO7723;6373;1;250;PRO2080;Service charge for computer
QUO7724;6376;1;19200;PRO2082;HP DL380 G6 X5560 Perf Svr
QUO7724;6377;1;2620;PRO2083;HP DAT72 USB Ext Drive
QUO7724;5971;5;1300;PRO2016;HP146GB 10K SAS 2.5 DP
QUO7724;2069;1;2500;PRO1405;Network Rack 27U 600X800
QUO7724;4869;1;5850;PRO1711;HP TFT7600
QUO7724;1954;2;1950;PRO1340;Cisco11g AP, Int Radios
QUO7724;5060;5;80;PRO1798;HP DAT 72 data cartridge
QUO7724;4960;1;1450;PRO1742;24-Port 10/100/1000 Gigabit Switch
QUO7724;3229;20;190;PRO1575;Trend Micro - Corporate License
QUO7724;5600;1;6000;PRO1954;TI-Technical Assistance
QUO7725;4883;12;1420;PRO1720;Office STD 2007 Sngl OLP NL
QUO7726;6376;1;18900;PRO2082;HP DL380 G6 X5560 Perf Svr
QUO7726;6277;4;1600;PRO2078;HP 72GB 6G SAS 15K 2.5in DP ENT HDD
QUO7726;6398;3;81200;PRO2084;HP DL580G5 E7450-4P 8G EU Svr
QUO7727;6405;1;590;PRO2085;Brother DR-3000 Drum Unit
QUO7727;6406;1;290;PRO2086;Brother MFC 8440 Fax Toner
QUO7727;6407;1;320;PRO2087;GIT Q2612A Black Toner
QUO7728;4592;1;92850;PRO1650;BSD-INTELLECT-HD
QUO7728;4874;1;41900;PRO1713;HP DL580G5 E7330 2X3M 2P 4G EU Svr
QUO7728;3161;1;28710;PRO1537;Certified ITIL V3 Foundation
QUO7729;6270;1;35000;PRO2075;BSD-INTELLECT-RMS
QUO7730;6270;1;35000;PRO2075;BSD-INTELLECT-RMS
QUO7731;5593;1;19000;PRO1953;CERTIFIED SECURITY AUDIT
QUO7732;3751;2;410;PRO1614;Motherboard replacement
QUO7733;1954;2;1950;PRO1340;Cisco11g AP, Int Radios
QUO7733;3229;12;160;PRO1575;Trend Micro - Corporate License
QUO7733;5600;1;3500;PRO1954;TI-Technical Assistance
QUO7733;4883;12;1420;PRO1720;Office STD 2007 Sngl OLP NL
QUO7733;2254;1;2620;PRO1420;Windows Server 2003 R2 Standard Edition
QUO7733;6463;1;4100;PRO2088;Xerox Phaser 6180MFP/D (4 in 1) MFP
QUO7734;5593;1;16000;PRO1953;CERTIFIED SECURITY AUDIT
QUO7735;4797;10;2392;PRO1691;BSD-CONSULTATION
QUO7736;7128;1;2896;PRO2219;SQLSvrStd 2008R2 SNGL OLP NL
QUO7736;3019;5;94.04;PRO1507;Windows Server CAL 2008 Sngl OLP NL User CAL
QUO7736;6561;1;89;PRO2091;Media CD
QUO7737;6569;1;1550;PRO2095;HP Proliant 72.8 GB 15K Ultra320 SCSI Hard Drive
QUO7738;6572;1;9400;PRO2096;HP DL360 G6 E5504
QUO7738;6573;3;1100;PRO2097;HP 146GB  HDD x3
QUO7738;6574;2;650;PRO2098;HP 2GB 2Rx8 PC3-10600E-9 Kit U-DIMM
QUO7738;6576;1;19600;PRO2099;SCA COMPLIANCY EXTERNAL AUDIT
QUO7739;6576;1;38240;PRO2099;SCA COMPLIANCY EXTERNAL AUDIT
QUO7740;6576;1;19600;PRO2099;SCA COMPLIANCY EXTERNAL AUDIT
QUO7741;6377;1;2400;PRO2083;HP DAT72 USB Ext Drive
QUO7742;6124;1;150;PRO2044;Replacement of Power supply and servicing
QUO7742;6373;1;125;PRO2080;Service charge for computer
QUO7743;6612;1;950;PRO2101;E-port replicate Advance(Latitude E6500 Docking St
QUO7743;6611;1;3080;PRO2100;HP CLJ CP2025dn
QUO7744;6614;1;3245;PRO2102;Managed Co-location-Initial Fees
QUO7744;6615;1;12200;PRO2103;Managed Co-location-1x Server
QUO7745;6617;1;1200;PRO2104;WD 2TB Network HDD
QUO7746;3104;1;395;PRO1526;WD 1 TB External HDD
QUO7747;2250;2;23360;PRO1416;HP DL380R05 X5450 4G Perf EU Svr
QUO7747;2023;4;1450;PRO1383;HP HDD 146GB 10K SAS 2.5
QUO7747;2339;4;450;PRO1457;HP 2GB FBD PC2-5300 2x1GB Kit
QUO7747;2254;2;2710;PRO1420;Windows Server 2003 R2 Standard Edition
QUO7747;4823;1;3300;PRO1694;SQL Svr Std 2008 Sngl OLP NL
QUO7747;4928;1;40370;PRO1730;Neverfail for MS SQL
QUO7747;109;1;13500;PRO9;TI-System Installation
QUO7748;4883;15;1350;PRO1720;Office STD 2007 Sngl OLP NL
QUO7748;4884;1;100;PRO1721;Office STD 2007 Win32 English Disk Kit MVL CD
QUO7748;6663;1;5700;PRO2106;FrFrntTMGStd 2010 SNGL OLP NL 1Proc
QUO7748;6665;1;100;PRO2107;FrFrntTMGStd 2010 64Bit ENG DiskKit MVL DVD
QUO7749;6808;1;210;PRO2108;LG Internal CD/DVD Multiwriter
QUO7750;6835;1;300;PRO2109;TP-LINK ADSL2+ Router
QUO7750;5370;40;135;PRO1922;UPS 650 VA
QUO7751;6205;10;170;PRO2059;Trend Micro-Worry-Free Business Security v6.x, Sta
QUO7751;6854;10;170;PRO2113;Sophos Small Business Security
QUO7751;6889;1;1000;PRO2116;SYMANTEC ENDPOINT PROTECTION SMALL BUSINESS EDITIO
QUO7752;6848;1;2650;PRO2111;CISCO Firewall For Web Server
QUO7752;6849;1;242.88;PRO2112;SMART net Onsite 8x5xNBD
QUO7752;5969;1;10400;PRO2014;HP DL380 G6 E5520 Base EU Svr - 2U - Intel QC 2.26
QUO7752;6857;5;1300;PRO2115;HP 72GB 3G SAS 15K SFF DP ENT HDD
QUO7752;6896;1;950;PRO2118;HP 4GB 2Rx4 PC3-10600R-9 Kit
QUO7752;5976;1;2600;PRO2021;WinSvrStd 2008R2 SNGL OLP NL
QUO7752;2455;1;100;PRO1492;Windows Svr Std 2003 R2
QUO7753;5969;1;10400;PRO2014;HP DL380 G6 E5520 Base EU Svr - 2U - Intel QC 2.26
QUO7754;6576;1;23000;PRO2099;SCA COMPLIANCY EXTERNAL AUDIT
QUO7755;5969;1;10400;PRO2014;HP DL380 G6 E5520 Base EU Svr - 2U - Intel QC 2.26
QUO7755;6857;5;1300;PRO2115;HP 72GB 3G SAS 15K SFF DP ENT HDD
QUO7755;6896;1;950;PRO2118;HP 4GB 2Rx4 PC3-10600R-9 Kit
QUO7755;5976;1;2600;PRO2021;WinSvrStd 2008R2 SNGL OLP NL
QUO7755;2455;1;100;PRO1492;Windows Svr Std 2003 R2
QUO7756;6576;1;38240;PRO2099;SCA COMPLIANCY EXTERNAL AUDIT
QUO7757;6576;1;38240;PRO2099;SCA COMPLIANCY EXTERNAL AUDIT
QUO7758;6576;1;19120;PRO2099;SCA COMPLIANCY EXTERNAL AUDIT
QUO7759;109;1;500;PRO9;TI-System Installation
QUO7760;5969;3;11000;PRO2014;HP DL380 G6 E5520 Base EU Svr - 2U - Intel QC 2.26
QUO7760;6857;9;1300;PRO2115;HP 72GB 3G SAS 15K SFF DP ENT HDD
QUO7760;6896;3;950;PRO2118;HP 4GB 2Rx4 PC3-10600R-9 Kit
QUO7760;5976;3;2700;PRO2021;WinSvrStd 2008R2 SNGL OLP NL
QUO7760;2455;3;100;PRO1492;Windows Svr Std 2003 R2
QUO7760;5151;1;55200;PRO1849;Neverfail for SQL
QUO7760;5152;1;55200;PRO1850;Neverfail for IIS
QUO7760;5153;1;17665;PRO1851;Neverfail Deployment
QUO7760;6949;1;61265;PRO2123;GebWeb©
QUO7760;6950;1;1000;PRO2124;SSL Server Certificate
QUO7760;6848;1;2700;PRO2111;CISCO Firewall For Web Server
QUO7761;5969;2;10200;PRO2014;HP DL380 G6 E5520 Base EU Svr - 2U - Intel QC 2.26
QUO7761;4998;4;1200;PRO1761;HP 146GB 10K SAS 2.5 Hot Plug Hard Drive
QUO7761;6896;2;740;PRO2118;HP 4GB 2Rx4 PC3-10600R-9 Kit
QUO7761;5976;1;2400;PRO2021;WinSvrStd 2008R2 SNGL OLP NL
QUO7761;2455;1;100;PRO1492;Windows Svr Std 2003 R2
QUO7761;5720;10;125;PRO1979;Trend Micro-Worry-Free Business Security v6.x, Sta
QUO7762;6961;1;5600;PRO2127;HP TouchSmart 600-1130 me
QUO7762;6962;1;2450;PRO2128;HP Pro 3010 MT / Intel® Core™2 Quad Q8300
QUO7762;6963;1;2100;PRO2129;Assembled PC-Intel Core 2 Quad 2.5,2GB RAM,320GB H
QUO7762;6960;1;5990;PRO2126;HP TouchSmart 600-1140 me
QUO7763;6971;4;32900;PRO2130;2-way electric, black powder coated, stainless
QUO7763;6972;8;150;PRO2131;Rotation Detection Switch (per controlled directio
QUO7763;6973;8;480;PRO2132;Waist Turnstile Card readers mounting holes
QUO7763;6974;8;810;PRO2133;Waist Turnstile Pulse relay
QUO7763;6975;8;810;PRO2134;Waist Turnstile Time out relay
QUO7763;6976;1;2310;PRO2135;600 Series Software for 16 Doors and 2 Clients
QUO7763;6977;2;2390;PRO2136;8 Door Controller Metal Cabinet w/ Power Supply, C
QUO7763;6978;2;2020;PRO2137;600 Controller CPU Rev H Board
QUO7763;6979;5;1550;PRO2138;600 Dual Port Reader Interface Rev. E Board
QUO7763;6980;8;890;PRO2139;P-300H Cascade Proximity Reader (includes black & 
QUO7763;6981;2;4300;PRO2140;HID Maxi Prox (16-24 read range),
QUO7763;6982;1000;25;PRO2141;HID Prox Card II WITH Galaxy Logo
QUO7763;6983;2;6400;PRO2142;Wil 6 -Barrier Motor Irreversible 230VAC, 24VDC, M
QUO7763;6984;2;1190;PRO2143;Modular Bar, plus Joint White, 2 sections 36X94X31
QUO7763;6985;2;800;PRO2144;Pack of Red Shockproof Rubber Strip with Caps to C
QUO7763;6986;2;600;PRO2145;Pair of Photocells for Outdoor Use
QUO7763;6987;4;1790;PRO2146;Loop Detection Two Channels
QUO7763;6988;4;160;PRO2147;Loop Cable for PD134/PD234
QUO7763;6989;2;200;PRO2148;Buttons Open/Close/ Stop for Barriers
QUO7763;6991;2;160;PRO2150;Lucy Flashinhg Signal Lamp, 230VAC, 40W Yellow
QUO7763;6992;8;20;PRO2151;HVU M12X110 ASSY
QUO7763;6993;8;15;PRO2152;Anchor HAS-E M 12 X 110/28
QUO7763;6994;10;320;PRO2153;ALARM CABLES 8X0,22mmq BOXES,100mtr, shielded
QUO7763;6995;2;980;PRO2154;2 core X 200 meter cable
QUO7763;6996;1;5300;PRO2155;PSU, Box size B, Multi Indicator,500mA for Battery
QUO7763;6997;1;23000;PRO2156;Installation, Testing and Commissioning
QUO7764;3240;1;120000;PRO1584;TI-RESIDENT TAM
QUO7765;5585;125;36;PRO1952;TrendMicro OfficeScan Client/Server Suite Standard
QUO7766;7009;1;650;PRO2157;6128MFP, Black Toner Cartridge (up to 3,100 pages)
QUO7767;7023;1;1735;PRO2162;Full Assembled PC
QUO7767;7022;1;415;PRO2161;"ACER 19"" LCD Monitor Wide Screen"
QUO7767;7026;1;525;PRO2164;"ACER 21"" LCD Monitor"
QUO7768;7023;1;2280;PRO2162;Full Assembled PC
QUO7768;7022;1;460;PRO2161;"ACER 19"" LCD Monitor Wide Screen"
QUO7768;7026;1;590;PRO2164;"ACER 21"" LCD Monitor"
QUO7769;7030;8;1450;PRO2167;ACER Desktop Computer Veriton M265
QUO7769;7022;8;460;PRO2161;"ACER 19"" LCD Monitor Wide Screen"
QUO7769;7028;1;520;PRO2166;Metrologic Voyager USB Scanner with Stand
QUO7769;7027;1;550;PRO2165;Symbol LS -2208 BArcode Scanner with Stand
QUO7770;7033;1;3200;PRO2169;TOSHIBA Satellite L450
QUO7770;7032;1;2700;PRO2168;DELL Inspiron 1545
QUO7771;7035;1;660;PRO2170;WinPro 7 SNGL OLP NL Legalization GetGenuine
QUO7771;6561;1;100;PRO2091;Media CD
QUO7771;4883;1;1350;PRO1720;Office STD 2007 Sngl OLP NL
QUO7771;6561;1;100;PRO2091;Media CD
QUO7772;7041;2;12500;PRO2175;ASA 5510 Security
QUO7772;7039;2;390;PRO2173;V.35 Cable, DTE Male to Smart Serial, 10 Feet
QUO7772;7038;1;2100;PRO2172;2-Port Serial WAN Interface Card
QUO7772;7037;1;11900;PRO2171;CISCO2821w/ AC PWR
QUO7772;3153;1;8500;PRO1536;TI-System Installation and Configuration
QUO7773;7040;10;42320;PRO2174;Oracle Database Enterprise Edition-Processor-Perpe
QUO7773;7042;8;21160;PRO2176;Oracle Real Application Cluster - Processor - Perp
QUO7773;7046;1;246.56;PRO2179;Red Hat Enterprise Linux 5.3
QUO7773;7091;3;14855;PRO2202;Red Hat Enterprise Linux Advanced Platform, Standa
QUO7773;7044;1;77000;PRO2177;Oracle Net Software Updates& Product support fee
QUO7773;7094;1;30765;PRO2204;Oracle Net Software Updates& Product support fee
QUO7773;7093;1;18400;PRO2203;Implementation Services
QUO7774;7048;8;1750;PRO2180;HP Pro 3010 Intel Dual Core E5400
QUO7774;7024;7;575;PRO2163;WIndows 7 PRO
QUO7774;6561;1;100;PRO2091;Media CD
QUO7774;3117;7;1400;PRO1531;Office 2007 Sngl OLP NL
QUO7774;5976;1;2500;PRO2021;WinSvrStd 2008R2 SNGL OLP NL
QUO7774;3153;1;900;PRO1536;TI-System Installation and Configuration
QUO7774;2015;10;25;PRO1375;Patch Cord CAT6 - 3M
QUO7774;6463;1;5500;PRO2088;Xerox Phaser 6180MFP/D (4 in 1) MFP
QUO7774;5720;10;160;PRO1979;Trend Micro-Worry-Free Business Security v6.x, Sta
QUO7775;7040;6;42320;PRO2174;Oracle Database Enterprise Edition-Processor-Perpe
QUO7775;7042;4;21160;PRO2176;Oracle Real Application Cluster - Processor - Perp
QUO7775;7044;1;47362;PRO2177;Oracle Net Software Updates& Product support fee
QUO7775;7044;1;15787;PRO2177;Oracle Net Software Updates& Product support fee
QUO7775;7045;3;5829.12;PRO2178;Red Hat Enterprise Linux Advanced Platform, Standa
QUO7775;7046;1;246.56;PRO2179;Red Hat Enterprise Linux 5.3
QUO7775;6246;1;18400;PRO2064;ORACLE DATA GUARD Implementation Services
QUO7776;7061;300;239;PRO2181;Trend Micro-Enterprise Security Suite
QUO7777;7063;1;300;PRO2182;HP LJ P1005 Cartridge
QUO7778;7061;300;216;PRO2181;Trend Micro-Enterprise Security Suite
QUO7778;7066;300;176;PRO2183;Sophos Endpoint Security
QUO7778;7068;6;1110;PRO2184;WinSvrEnt 2008R2 SNGL OLP B Academic
QUO7778;7069;200;25;PRO2185;WinSvrCAL 2008 SNGL OLP B Acdmc UsrCAL
QUO7778;7070;1;92;PRO2186;WinSvrEnt 2008 32bitx64 ENG DiskKit MVL DVD
QUO7778;7071;1;92;PRO2187;WinSvrEnt 2008R2 64Bit ENG DiskKit MVL DVD
QUO7778;7072;4;3185;PRO2188;ExchgSvrEnt 2010 SNGL OLP B Acdmc
QUO7778;7073;200;34;PRO2189;ExchgEntCAL 2010 SNGL OLP B Acdmc UsrCAL woSrvcs
QUO7778;7074;200;12;PRO2190;ExchgStdCAL 2010 SNGL OLP B Acdmc UsrCAL
QUO7778;7075;1;92;PRO2191;ExchgSvrEnt 2010 ENG DiskKit MVL DVD
QUO7778;7076;1;465;PRO2192;SysCtrCnfgMgrSvr 2007R2 SNGL OLP B Acdmc
QUO7778;7077;300;34;PRO2193;SysCtrCnfgMgrCltML 2007R2 SNGL OLP BAcdmc PerUsr
QUO7778;7078;1;92;PRO2194;SysCtrCnfgMgrSvr 2007 wSP1 ENG DiskKit MVL DVD
QUO7778;7079;100;66;PRO2195;WinRmtDsktpSrvcsCAL 2008 SNGL OLP B Acdmc UsrCAL
QUO7778;7081;1;3500;PRO2197;SharePointSvr 2007 SNGL OLP B Acdmc
QUO7778;7082;5;75;PRO2198;SharePointStdCAL 2007 SNGL OLP B Acdmc UsrCAL
QUO7778;7083;1;92;PRO2199;SharePointSvr 2007 32bitx64 ENG DiskKit MVL DVD Fo
QUO7778;7084;1;687;PRO2200;SQLSvrStd 2008 SNGL OLP B Acdmc
QUO7778;7085;5;130;PRO2201;SQLCAL 2008 SNGL OLP B Acdmc UsrCAL
QUO7778;5980;1;92;PRO2025;SQL Svr Standard Edtn 2008 English Disk Kit MVL DV
QUO7779;5600;1;500;PRO1954;TI-Technical Assistance
QUO7780;7103;1;1200;PRO2209;Plantronics CS351N/A SupraPlus Wireless DECT
QUO7780;7101;1;1250;PRO2207;Plantronics CS70N/A Wireless DECT
QUO7780;7102;1;1100;PRO2208;Plantronics Voyager 510 System Multipoint
QUO7780;7100;1;1060;PRO2206;Plantronics CS60 Wireless
QUO7781;7107;3;5000;PRO2210;IPMnt Renewal Support  from
QUO7782;7110;1;15000;PRO2211;AVAYA IP TELEPHONY SYSTEM - S8300.G430
QUO7782;7111;1;17600;PRO2212;"AVAYA APPLICATION ENABLEMENT SERVER ""AES"""
QUO7782;7112;1;7800;PRO2213;"AVAYA RECORDING SOLUTION ""WITNESS  VERINT"""
QUO7782;7114;1;2750;PRO2214;Software Support
QUO7782;7115;1;365;PRO2215;IP PHONE 1608 BLK
QUO7782;7116;1;400;PRO2216;IP PHONE 1616 BLK C2
QUO7783;7107;1;3900;PRO2210;IPMnt Renewal Support  from
QUO7784;5574;3;410;PRO1949;Wireless-G Range Expander
QUO7785;7125;1;12050;PRO2217;INTELLECT-HD Operator License
QUO7785;7126;150;30;PRO2218;INTELLECT-HD Agent License
QUO7786;7128;1;3200;PRO2219;SQLSvrStd 2008R2 SNGL OLP NL
QUO7786;7129;2;690;PRO2220;SQLCAL 2008R2 SNGL OLP NL UsrCAL
QUO7787;7131;1;4400;PRO2221;HP Compaq 8000 Elite SFF/Intel Quad Core Q9500
QUO7787;7132;1;420;PRO2222;HP 2GB DDR3-1333 DIMM Memory
QUO7787;7133;1;1350;PRO2223;"HP Essential 25"" Pavilion 2510i"
QUO7788;7140;1;1990;PRO2226;24-Port 10/100/1000 Gigabit Switch
QUO7788;7141;1;7900;PRO2227;Cisco Catalyst 3560 24 10/100 + 2 SFP IPB Image
QUO7788;7142;1;13500;PRO2228;Cisco Catalyst 3560 48 10/100 + 4 SFP IPB Image
QUO7788;7143;1;2115;PRO2229;Small Busn Pro ESW 520 24 10/100 + 4  GigE Ports
QUO7788;7138;1;58500;PRO2224;Konica Minolta bizhub C652
QUO7788;7148;1;15300;PRO2233;PowerEdge R710 Rack Chassis
QUO7788;7139;1;5900;PRO2225;Power Vault 110T LTO3 400GB Internal
QUO7788;7145;2;700;PRO2231;IPO  IP500 Trnk Anlg4 UNI
QUO7788;7146;1;1390;PRO2232;IPO MC Embed Messaging Exp Kit
QUO7788;6261;1;84000;PRO2074;TI-SLA
QUO7789;7160;1;1200;PRO2234;ISNSC SSL CERTIFICATE
QUO7789;5424;1;700;PRO1932;BPS-CONSULTATION
QUO7790;7167;2;850;PRO2235;HP NC360T PCIe Dp Gigabit Server Adapter
QUO7791;7041;2;12500;PRO2175;ASA 5510 Security
QUO7791;7039;2;390;PRO2173;V.35 Cable, DTE Male to Smart Serial, 10 Feet
QUO7791;7038;1;2100;PRO2172;2-Port Serial WAN Interface Card
QUO7791;7037;1;11900;PRO2171;CISCO2821w/ AC PWR
QUO7791;7128;1;3200;PRO2219;SQLSvrStd 2008R2 SNGL OLP NL
QUO7791;7129;2;690;PRO2220;SQLCAL 2008R2 SNGL OLP NL UsrCAL
QUO7792;7041;2;12500;PRO2175;ASA 5510 Security
QUO7792;7039;2;390;PRO2173;V.35 Cable, DTE Male to Smart Serial, 10 Feet
QUO7792;7038;1;2100;PRO2172;2-Port Serial WAN Interface Card
QUO7792;7037;1;11900;PRO2171;CISCO2821w/ AC PWR
QUO7792;7128;1;3200;PRO2219;SQLSvrStd 2008R2 SNGL OLP NL
QUO7792;7129;2;690;PRO2220;SQLCAL 2008R2 SNGL OLP NL UsrCAL
QUO7793;7182;2;1510;PRO2240;HP 500GB 3G SATA 7.2K 2.5in MDL HDD
QUO7794;5969;1;11000;PRO2014;HP DL380 G6 E5520 Base EU Svr - 2U - Intel QC 2.26
QUO7794;6857;3;1300;PRO2115;HP 72GB 3G SAS 15K SFF DP ENT HDD
QUO7794;6896;1;950;PRO2118;HP 4GB 2Rx4 PC3-10600R-9 Kit
QUO7794;4956;1;1750;PRO1739;Network Rack 27U 600*1000
QUO7794;3755;2;400;PRO1616;Linksys Wireless ADSL Router
QUO7794;3153;1;1000;PRO1536;TI-System Installation and Configuration
QUO7795;7140;5;250;PRO2226;24-Port 10/100/1000 Gigabit Switch
QUO7795;7141;1;250;PRO2227;Cisco Catalyst 3560 24 10/100 + 2 SFP IPB Image
QUO7795;7142;1;250;PRO2228;Cisco Catalyst 3560 48 10/100 + 4 SFP IPB Image
QUO7795;7143;1;250;PRO2229;Small Busn Pro ESW 520 24 10/100 + 4  GigE Ports
QUO7795;7138;1;250;PRO2224;Konica Minolta bizhub C652
QUO7795;7139;1;250;PRO2225;Power Vault 110T LTO3 400GB Internal
QUO7795;7145;2;150;PRO2231;IPO  IP500 Trnk Anlg4 UNI
QUO7795;7146;1;150;PRO2232;IPO MC Embed Messaging Exp Kit
QUO7795;2313;1;200;PRO1439;"HP DesignJet T1100 44""Plotter"
QUO7795;7195;1;250;PRO2246;DELL PowerEdge 2950
QUO7795;7196;1;300;PRO2247;CCME Telephony
QUO7795;7197;4;80;PRO2248;IPT 7936
QUO7795;7198;1;340;PRO2249;Secure Services Gateway 350
QUO7795;7199;1;340;PRO2250;Secure Service Gateway 20
QUO7795;7200;1;250;PRO2251;HP800
QUO7795;5600;1;450;PRO1954;TI-Technical Assistance
QUO7796;7187;1;6900;PRO2241;Avaya IP Office 500 PBX
QUO7796;7188;7;300;PRO2242;IP Phone 1608
QUO7796;7189;1;2300;PRO2243;NET GEAR 24 port POE Switch
QUO7796;5121;1;220;PRO1826;IPO IP500 RACK MNTG KIT
QUO7796;7190;1;1500;PRO2244;AVAYA IP-R6V2 Installation & programming.
QUO7797;5585;35;55;PRO1952;TrendMicro OfficeScan Client/Server Suite Standard
QUO7798;7193;1;8900;PRO2245;APC 5000AV UPS
QUO7799;6572;1;10200;PRO2096;HP DL360 G6 E5504
QUO7799;6574;1;475;PRO2098;HP 2GB 2Rx8 PC3-10600E-9 Kit U-DIMM
QUO7799;6277;3;1300;PRO2078;HP 72GB 6G SAS 15K 2.5in DP ENT HDD
QUO7799;3755;2;400;PRO1616;Linksys Wireless ADSL Router
QUO7799;4956;1;1750;PRO1739;Network Rack 27U 600*1000
QUO7799;3153;1;1000;PRO1536;TI-System Installation and Configuration
QUO7800;7213;1;204000;PRO2252;BPS-SYSTEM ENGINEER
QUO7801;5969;2;11000;PRO2014;HP DL380 G6 E5520 Base EU Svr - 2U - Intel QC 2.26
QUO7801;6857;6;1300;PRO2115;HP 72GB 3G SAS 15K SFF DP ENT HDD
QUO7801;6896;2;950;PRO2118;HP 4GB 2Rx4 PC3-10600R-9 Kit
QUO7801;5976;2;2700;PRO2021;WinSvrStd 2008R2 SNGL OLP NL
QUO7801;2455;2;100;PRO1492;Windows Svr Std 2003 R2
QUO7801;5151;1;55000;PRO1849;Neverfail for SQL
QUO7801;5153;1;9900;PRO1851;Neverfail Deployment
QUO7801;6950;1;1000;PRO2124;SSL Server Certificate
QUO7801;6848;1;2700;PRO2111;CISCO Firewall For Web Server
QUO7801;6576;1;23000;PRO2099;SCA COMPLIANCY EXTERNAL AUDIT
QUO7801;3014;1;10000;PRO1505;WT-Web Site Analysis & Design
QUO7802;5424;1;9600;PRO1932;BPS-CONSULTATION
QUO7803;6614;1;3450;PRO2102;Managed Co-location-Initial Fees
QUO7803;6615;4;13200;PRO2103;Managed Co-location-1x Server
QUO7804;7223;1;35000;PRO2253;BSD-INTELLECT-CRM
QUO7805;7235;204;245;PRO2261;Cat6 Data and voice cabling
QUO7805;7229;9;425;PRO2255;Cat6 patch panel 24 port. Clipsal
QUO7805;7230;1;3000;PRO2256;Backbone cabling and termination
QUO7805;7231;9;60;PRO2257;1U wire manager
QUO7805;7232;204;18;PRO2258;2m Patch cord Clipsal
QUO7805;7233;102;22;PRO2259;3m Patch cord Clipsal
QUO7805;7234;1;4250;PRO2260;42 U Cabinet 800x1000 with castors
QUO7806;7237;1;285000;PRO2262;BPS-Oracle Fusion Expert
QUO7807;7243;100;3280;PRO2266;HP dc7900 SFF/Intel Core 2 Duo E8500
QUO7807;7240;100;2920;PRO2263;HP dc7900 USDT with Intel Core2Duo E8400
QUO7807;7241;100;565;PRO2264;HP COMPAQ LE1711 LCD Monitor
QUO7807;7242;20;5510;PRO2265;HP EliteBook 8440p i5-520M
QUO7808;7247;1;204000;PRO2267;BPS-J2EE
QUO7809;7252;1;17300;PRO2268;HP 1/8 G2 LTO-4
QUO7810;7187;1;7100;PRO2241;Avaya IP Office 500 PBX
QUO7810;7255;20;320;PRO2269;Avaya IP Telephone (Model 1608-I)
QUO7810;7256;1;1950;PRO2270;24 port POE Switch
QUO7810;7257;1;245;PRO2271;IPO IP500 Rack mounting kit
QUO7810;7258;1;1700;PRO2272;Installation,Testing & comissioning
QUO7811;7289;1;450;PRO2276;Western Digital 500GB Passport Essential New ID
QUO7811;7288;1;1090;PRO2275;Western Digital 2TB My Book World Edition II
QUO7812;7235;230;290;PRO2261;Cat6 Data and voice cabling
QUO7812;7229;1;425;PRO2255;Cat6 patch panel 24 port. Clipsal
QUO7812;7230;1;5000;PRO2256;Backbone cabling and termination
QUO7812;7231;7;120;PRO2257;1U wire manager
QUO7812;7232;230;19;PRO2258;2m Patch cord Clipsal
QUO7812;7234;1;4250;PRO2260;42 U Cabinet 800x1000 with castors
QUO7812;5068;6;1250;PRO1801;AMP 48 port patch panel
QUO7812;7291;1;9100;PRO2277;Multimode fiber optics
QUO7813;7306;100;485;PRO2278;Cat6 UTP cable 4pair
QUO7813;7307;420;11;PRO2279;RJ45 Connection module
QUO7813;7308;420;10;PRO2280;BS.Face plate
QUO7813;7309;19;191;PRO2281;Cat6 UTP patch panel 24 port
QUO7813;7310;25;33;PRO2282;Wire manager
QUO7813;7311;420;13;PRO2283;Cat6 UTP patch cords 2M
QUO7813;7312;420;16;PRO2284;Cat6 UTP patch cord 3M
QUO7813;7313;500;18;PRO2285;12Core outdoor arm. Fiber optic cable Multi mode O
QUO7813;7314;6;55;PRO2286;Break out box 12Duplex
QUO7813;7316;144;41;PRO2288;Pigtail OM3
QUO7813;7317;12;72;PRO2289;Fiber patch cord OM3 LC-LC 3M
QUO7813;7318;3;2695;PRO2290;42U 800x800 Network rack
QUO7813;7319;1;3025;PRO2291;42U 800x1000 Network rack
QUO7813;7329;6;231;PRO2293;Fiber optic splice BOX
QUO7813;2335;420;160;PRO1454;Cable laying, termination, labeling and testing
QUO7813;7291;1;6500;PRO2277;Multimode fiber optics
